Model Name,Shadowing,Description,Display As,Dimensions,String Type,String Count,Node Count,Light Count,Est Current (Amps),Channels Per Node, Channel Count,Start Channel,Start Channel No,#Universe(or id):Start Channel,End Channel No,Default Buffer W x H,Preview,Controller Ports,Connection Protocol,Connection Attributes,Controller Name,Controller Type,Protocol,Controller Description,IP,Baud,Universe/Id,Universe Channel,Controller Channel,Active
"Work Together Sign (RWB)",,"Work Together 1 (R), Work Together 2 (W), Work Together 3 (B), Work Together 4 Swirly Stars (RWB)","ModelGroup",,,,,,,,,,,,,31 x 31,Default
"Wreath 1 Leaves (G)","","","Circle","Width 48.03in Height 48.03in","Single Color Green",1,1,30,,1,1,>Wreath 2 Berries (R):1,207,#2:79,207,30 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,79,79,
"Wreath 2 Berries (R)","","","Circle","Width 41.87in Height 41.87in","Single Color Red",1,1,27,,1,1,206,206,#2:78,206,27 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,78,78,
"Wreath 3 Leaves (G)","","","Circle","Width 36.02in Height 36.02in","Single Color Green",1,1,24,,1,1,@Wreath 1 Leaves (G):1,207,#2:79,207,24 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,79,79,
"Wreath 4 Leaves (G)","","","Circle","Width 30.47in Height 30.47in","Single Color Green",1,1,21,,1,1,@Wreath 1 Leaves (G):1,207,#2:79,207,21 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,79,79,
"Wreath 5 Berries (R)","","","Circle","Width 25.21in Height 25.21in","Single Color Red",1,1,18,,1,1,@Wreath 2 Berries (R):1,206,#2:78,206,18 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,78,78,
"Wreath 6 Leaves (G)","","","Circle","Width 20.26in Height 20.26in","Single Color Green",1,1,15,,1,1,@Wreath 1 Leaves (G):1,207,#2:79,207,15 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,79,79,
"Wreath Berries (R)",,"Wreath 2 Berries (R), Wreath 5 Berries (R)","ModelGroup",,,,,,,,,,,,,42 x 42,Default
"Wreath Leaves (G)",,"Wreath 1 Leaves (G), Wreath 3 Leaves (G), Wreath 4 Leaves (G), Wreath 6 Leaves (G)","ModelGroup",,,,,,,,,,,,,48 x 49,Default
"Yule Log (O)","","","Image","Width 53.56in Height 32.00in","Single Color White",1,1,2,,1,1,79,79,#1:79,79,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,79,79,
"Yule Log Candles (O)","","","Single Line","Length 48.03in","Single Color Custom",1,1,7,,1,1,@Yule Log (O):1,79,#1:79,79,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,79,79,
"aGround","","","Image","Width 2001.14in Height 1801.02in","Single Color Custom",1,1,2,,1,1,@Amplifier 12V:1,154,#2:26,154,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,26,26,
"xCtlr A- Tomato Trees Row A",,"Tree- Tomato A1 Group (RGBW), Tree- Tomato A2 Group (RGBW), Tree- Tomato A3 Group (RGBW), Tree- Tomato A4 Group (RGBW), Tree- Tomato A5 Group (RGBW), Tree- Tomato A6 Group (RGBW), Tree- Tomato A7 Group (RGBW), Tree- Tomato A8 Group (RGBW)","ModelGroup",,,,,,,,,,,,,309 x 58,Default
"xCtlr B- Tomato Trees Row B",,"Tree- Tomato B1.1 {L} (V), Tree- Tomato B1.2 {L} (W), Tree- Tomato B2.1 (V), Tree- Tomato B2.2 (W), Tree- Tomato B3.1 (V), Tree- Tomato B3.2 (W), Tree- Tomato B4.1 {CL} (V), Tree- Tomato B4.2 {CL} (W), Tree- Tomato B5.1 {CR} (V), Tree- Tomato B5.2 {CR} (W), Tree- Tomato B6.1 (V), Tree- Tomato B6.2 (W), Tree- Tomato B7.1 (V), Tree- Tomato B7.2 (W), Tree- Tomato B8.1 {R} (V), Tree- Tomato B8.2 {R} (W)","ModelGroup",,,,,,,,,,,,,372 x 51,Default
"xCtlr C- Other Trees",,"Trees- Spiral Group (WWWG), Tree- Big AC 1 (M), Tree- Small {L} (B), Tree- Tinsel 1 {L} (R), Tree- Tinsel 2 {R} (R), Trees- Rainbow (ROYGBV), Strobes- C9- Trees {FC} (W), Presents (M), Candy Canes Seq Group (RGRG)","ModelGroup",,,,,,,,,,,,,374 x 73,Default
"xCtlr D- Left Bushes",,"Bushes 1 {S} Rainbow (ROGBV), Bushes 2 {L} (MWO), Strobes- 5mm- Bushes {L} (W), Strobes- C9- Bushes {L} (W), Coexist Flag (MRGB), Lamp Post Directions (O), Laser- Streetlight (R), Menorah (B), Peace Sign (RGB), Penguins, Snowman (W), UFOs 1 {L} (RGB)","ModelGroup",,,,,,,,,,,,,400 x 87,Default
"xCtlr E- Center Bushes",,"Bushes 3 {C} (RGBW), Countdown Timer (B), Flying Spaghetti Monster (W), Lamp Posts (Y), Lasers- House Front (RGB), Mailboxes (Y), Snow Lake (W), Snowfall Projectors (WB), Swirlies- Snowflakes (WB), Yule Log (O)","ModelGroup",,,,,,,,,,,,,400 x 93,Default
"xCtlr G- 12 Volts Chinese",,"Festivus Pole Flood (RGB), Manger Flood 1 {L} (RGB), Manger Flood 2 {R} (RGB), Roof Ridgeline 1 {L} (RGB), Roof Ridgeline 2 {R} (RGB)","ModelGroup",,,,,,,,,,,,,400 x 116,Default
"xCtlr I- House Front and Roof",,"Eaves Chase (RGBW), Bushes 4 {D} (PW), Strobes- C9- Bushes {R} (W), Disco Balls (M), Big Nick Inside (W), Swirlies- Big Nick Fire (RO), UFOs 2 {CT} (RGB), UFOs 3 {R} (RGB), Big Festive Wreath (RG)","ModelGroup",,,,,,,,,,,,,400 x 129,Default
"xCtlr J- Right Bushes",,"Bushes 5 {R} (RGBWVM), Lasers- Driveway (RG), Lasers- Street (RG), Nativity Characters, Swirlies- Driveway (RGB), Swirlies- Manger Stars (RWB), Swirlies- Oak (RGB), Swirlies- Pine (GO), Swirlies- Street (M)","ModelGroup",,,,,,,,,,,,,400 x 153,Default
"xyz House Front","","","Single Line","Length 0.00in","RGB Nodes",1,50,50,2.75,3,150,>zYellow Snow (Y):1,19093,#48:9,19242,50 x 1,"Default",0,ws2811,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,9,9,DISABLED
"xyz Trees Origin Point","","","Single Line","Length 0.00in","RGB Nodes",1,50,50,2.75,3,150,>xyz House Front:1,19243,#48:159,19392,50 x 1,"Default",0,ws2811,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,159,159,DISABLED
"zRainbow Rope Arch 1 (R)","","","Poly Line","Length 342.04in","Single Color Red",1,1,50,,1,1,!Null- Retired or Inactive:1,19085,#48:1,19085,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,1,1,DISABLED
"zRainbow Rope Arch 2 (O)","","","Poly Line","Length 342.04in","Single Color Custom",1,1,50,,1,1,>zRainbow Rope Arch 1 (R):1,19086,#48:2,19086,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,2,2,DISABLED
"zRainbow Rope Arch 3 (Y)","","","Poly Line","Length 342.04in","Single Color Custom",1,1,50,,1,1,>zRainbow Rope Arch 2 (O):1,19087,#48:3,19087,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,3,3,DISABLED
"zRainbow Rope Arch 4 (G)","","","Poly Line","Length 342.04in","Single Color Green",1,1,50,,1,1,>zRainbow Rope Arch 3 (Y):1,19088,#48:4,19088,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,4,4,DISABLED
"zRainbow Rope Arch 5 (B)","","","Poly Line","Length 342.04in","Single Color Blue",1,1,50,,1,1,>zRainbow Rope Arch 4 (G):1,19089,#48:5,19089,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,5,5,DISABLED
"zRainbow Rope Arch 6 (V)","","","Poly Line","Length 342.04in","Single Color Custom",1,1,50,,1,1,>zRainbow Rope Arch 5 (B):1,19090,#48:6,19090,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,6,6,DISABLED
"zTree- Big AC 2 (M)","","","Tree","Width 35.02in Height 54.03in Depth 35.02in","Single Color Custom",1,1,300,,1,1,>zRainbow Rope Arch 6 (V):1,19091,#48:7,19091,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,7,7,DISABLED
"zYellow Snow (Y)","","","Image","Width 96.05in Height 48.03in","Single Color Custom",1,1,2,,1,1,>zTree- Big AC 2 (M):1,19092,#48:8,19092,1 x 1,"Default",0,,,"Null- Retired or Inactive",,E131,"Retired and/or inactive props",10.3.12.250,,48,8,8,DISABLED
"z_BAD TRIAC J1","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,290,290,#3:34,290,1 x 1,"Default",0,,,"APix16 5v Out #1 Eaves Left Horiz",HolidayCoro AlphaPix 16,E131,"Eave Pixels Left Horizontal Strip",10.3.12.16,,3,34,34,
"{Notes}",,"","ModelGroup",,,,,,,,,,,,,1 x 1,Default

"Model Count",373
"First Used Channel",1
"Last Used Channel",20317
"Actual Used Channel",17003
"Bulbs",18665


Controller Name,Start Absolute,End Absolute,Type,Protocol,IP,Comm Port,Baud Rate,Description,Universe/Id,Channels,Active,Suppress Duplicates,Auto Size,FPP Proxy
APix16 DMX Output 1 Left Yard,1,128,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"AC Controllers in the Left Yard",1,128,,,,
,1,128,,E131,10.3.12.16,,,,1,128
APix16 DMX Output 2 Right Yard,129,256,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"AC & DC Controllers in the Garage & Right Yard",2,128,,,,
,129,256,,E131,10.3.12.16,,,,2,128
APix16 5v Out #1 Eaves Left Horiz,257,904,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Eave Pixels Left Horizontal Strip",3-4,648,,,,
,257,766,,E131,10.3.12.16,,,,3,510
,767,904,,E131,10.3.12.16,,,,4,138
APix16 5V Out #2 Eaves Left Diag,905,1468,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Eave Pixels Center-Left Diagonal Strip",5-6,564,,,,
,905,1414,,E131,10.3.12.16,,,,5,510
,1415,1468,,E131,10.3.12.16,,,,6,54
APix16 5V Out #3 Eaves Right Diag,1469,2020,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Eave Pixels Center-Right Diagonal Strip",7-8,552,,,,
,1469,1978,,E131,10.3.12.16,,,,7,510
,1979,2020,,E131,10.3.12.16,,,,8,42
APix16 5V Out #4 Eaves Right Horiz,2021,2770,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Eave Pixels Right Horizontal Strip",9-10,750,,,,
,2021,2530,,E131,10.3.12.16,,,,9,510
,2531,2770,,E131,10.3.12.16,,,,10,240
APix16 5V Out #5 Big Pixel Tree 1 Center,2771,3697,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Main Pixel Tree Front Center of Forest",11-12,927,,,,
,2771,3280,,E131,10.3.12.16,,,,11,510
,3281,3697,,E131,10.3.12.16,,,,12,417
APix16 5V Out #6 Big Pixel Tree 2 Right,3698,4624,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"New Big Pixel Tree on the right by the pine tree",13-14,927,DISABLED,,,
,3698,4207,,E131,10.3.12.16,,,,13,510
,4208,4624,,E131,10.3.12.16,,,,14,417
APix16 5V Out #7 Snowflakes,4625,5056,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"4 Boscoyo 36 pix snowflakes",15,432,,,,
,4625,5056,,E131,10.3.12.16,,,,15,432
APix16 5V Out #8 Star of David,5057,5440,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Star of David with WS2812 Strips",16,384,DISABLED,,,
,5057,5440,,E131,10.3.12.16,,,,16,384
APix16 12V Out #9 Singing Tree Female Left,5441,6202,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Singing Tree on the Left, "Gwen"",17-18,762,,,,
,5441,5950,,E131,10.3.12.16,,,,17,510
,5951,6202,,E131,10.3.12.16,,,,18,252
APix16 12V Out #10 Singing Tree Male Right,6203,6964,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Singing Tree on the Right "Blake"",19-20,762,,,,
,6203,6712,,E131,10.3.12.16,,,,19,510
,6713,6964,,E131,10.3.12.16,,,,20,252
APix16 12V Out #11 Wheel of Dharma,6965,7348,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"The Wheel of Dharma with Karma",21,384,,,,
,6965,7348,,E131,10.3.12.16,,,,21,384
APix16 12V Out #12 Star of Bethlehem,7349,7666,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Double sided Star of Bethlehem over manger",22,318,,,,
,7349,7666,,E131,10.3.12.16,,,,22,318
APix16 12V Out #13 Sorcerer's Apprentice,7667,8116,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Sorcerer's Apprentice by Lamp Post",23,450,,,,
,7667,8116,,E131,10.3.12.16,,,,23,450
APix16 12V Out #14 Major Award,8117,8590,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"The Fragile Major Award from France",24,474,,,,
,8117,8590,,E131,10.3.12.16,,,,24,474
APix16 12V Out #15 RBLs and Stars,8591,9004,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Really-Big-Lights and Stars",25,414,DISABLED,,,
,8591,9004,,E131,10.3.12.16,,,,25,414
APix16 12V Out #16 Pixel Fence,9005,10012,HolidayCoro AlphaPix 16,E131,10.3.12.16,,,"Fence of Pixel Swags on Candy Canes",26-27,1008,,,,
,9005,9514,,E131,10.3.12.16,,,,26,510
,9515,10012,,E131,10.3.12.16,,,,27,498
WLED Text Matrix Small Donations,10013,11038,WLED WLED - Generic ESP8266,E131,10.3.12.5,,,"Small 8X64 Scrolling Text Matrix on the Donation Box",28-30,1026,DISABLED,,,
,10013,10522,,E131,10.3.12.5,,,,28,510
,10523,11032,,E131,10.3.12.5,,,,29,510
,11033,11038,,E131,10.3.12.5,,,,30,6
WLED Text Matrix- Big,11039,14494,WLED WLED - Generic ESP32,E131,10.3.12.6,,,"Big Shadow Box Text Matrix 8'X2' 72X16",31-38,3456,DISABLED,,,
,11039,11548,,E131,10.3.12.6,,,,31,510
,11549,11902,,E131,10.3.12.6,,,,32,354
,11903,12412,,E131,10.3.12.6,,,,33,510
,12413,12766,,E131,10.3.12.6,,,,34,354
,12767,13276,,E131,10.3.12.6,,,,35,510
,13277,13630,,E131,10.3.12.6,,,,36,354
,13631,14140,,E131,10.3.12.6,,,,37,510
,14141,14494,,E131,10.3.12.6,,,,38,354
WLED Mega Triangle,14495,18574,WLED WLED - Generic ESP32,E131,10.3.12.7,,,"The Mega Triangle",39-46,4080,DISABLED,,,
,14495,15004,,E131,10.3.12.7,,,,39,510
,15005,15514,,E131,10.3.12.7,,,,40,510
,15515,16024,,E131,10.3.12.7,,,,41,510
,16025,16534,,E131,10.3.12.7,,,,42,510
,16535,17044,,E131,10.3.12.7,,,,43,510
,17045,17554,,E131,10.3.12.7,,,,44,510
,17555,18064,,E131,10.3.12.7,,,,45,510
,18065,18574,,E131,10.3.12.7,,,,46,510
WLED Star of Stars,18575,19084,WLED WLED - Generic ESP8266,E131,10.3.12.8,,,"Star of Stars at top of Mega Triangle",47,510,DISABLED,,,
,18575,19084,,E131,10.3.12.8,,,,47,510
Null- Retired or Inactive,19085,19594,,E131,10.3.12.250,,,"Retired and/or inactive props",48,510,DISABLED,,,
,19085,19594,,E131,10.3.12.250,,,,48,510
